State,District,Year,Annual Total Rainfall (mm),Annual Rainfall Anomaly (mm),Extreme Rainfall Days (90th Percentile),Very Heavy Rainfall Days (>50mm),Longest Consecutive Dry Spell (days),Longest Consecutive Wet Spell (days),Maximum Daily Rainfall (mm),Hazard Score
Jammu And Kashmir,Ganderbal,2013,815.3594074,-107.6551565,30,0,43,6,34.54872341,0.199594198
Jammu And Kashmir,Ganderbal,2014,1190.290346,267.2757823,33,5,33,8,71.39615479,0.64239169
Jammu And Kashmir,Ganderbal,2015,1348.320481,425.3059169,51,2,19,10,50.88963051,0.624380144
Jammu And Kashmir,Ganderbal,2016,661.2260196,-261.7885443,26,0,65,8,42.55370445,0.302493356
Jammu And Kashmir,Ganderbal,2017,1016.828793,93.81422918,36,2,64,7,61.39112549,0.565251576
Jammu And Kashmir,Ganderbal,2018,837.5882103,-85.42635354,35,0,29,6,43.19017143,0.221802188
Jammu And Kashmir,Ganderbal,2019,1028.539176,105.5246122,42,1,29,6,54.39465485,0.392473784
Jammu And Kashmir,Ganderbal,2020,753.0565568,-169.9580071,28,0,48,6,37.51752439,0.201016218
Jammu And Kashmir,Ganderbal,2021,903.4363245,-19.57823939,40,0,28,8,42.5773962,0.320614809
Jammu And Kashmir,Ganderbal,2022,725.1925053,-197.8220586,27,0,19,7,44.5907259,0.13829534
Jammu And Kashmir,Ganderbal,2023,808.9583324,-114.0562315,34,0,19,6,29.2928381,0.116946143
Jammu And Kashmir,Ganderbal,2024,691.1260482,-231.8885156,26,0,36,5,38.16220779,0.103956518
Jammu And Kashmir,Ganderbal,2025,723.4730786,-199.5414852,35,0,45,6,31.88588676,0.207344405
Jammu And Kashmir,Jammu,2010,1406.540329,-281.7380832,29,4,35,16,78.12941933,0.218185758
Jammu And Kashmir,Jammu,2011,1443.063124,-245.2152886,29,5,25,6,89.48467045,0.093348626
Jammu And Kashmir,Jammu,2012,1323.661072,-364.61734,28,5,49,8,77.7468195,0.152965257
Jammu And Kashmir,Jammu,2013,2030.725194,342.4467817,48,5,43,10,120.5549644,0.462072385
Jammu And Kashmir,Jammu,2014,1664.866557,-23.41185487,30,7,53,8,197.5117905,0.375648323
Jammu And Kashmir,Jammu,2015,1992.920565,304.6421531,49,9,27,12,130.9626991,0.519855394
Jammu And Kashmir,Jammu,2016,1266.772241,-421.5061707,28,3,79,6,112.0972237,0.205774616
Jammu And Kashmir,Jammu,2017,1555.74698,-132.5314319,39,4,64,19,92.43052368,0.455781438
Jammu And Kashmir,Jammu,2018,1423.064317,-265.2140956,33,3,25,11,89.17535133,0.152686637
Jammu And Kashmir,Jammu,2019,1989.023835,300.7454232,43,9,26,11,161.6699532,0.48478201
Jammu And Kashmir,Jammu,2020,1645.725929,-42.5524827,38,5,69,16,84.67345581,0.446368886
Jammu And Kashmir,Jammu,2021,1568.345756,-119.9326558,33,5,41,13,95.13808746,0.28501705
Jammu And Kashmir,Jammu,2022,1849.00322,160.7248077,41,7,44,13,95.37916756,0.431350811
Jammu And Kashmir,Jammu,2023,1889.69578,201.4173677,42,4,22,7,185.8479141,0.33891493
Jammu And Kashmir,Jammu,2024,1541.841165,-146.437247,35,7,45,9,70.4754097,0.267638492
Jammu And Kashmir,Jammu,2025,2421.458529,733.1801169,40,13,46,8,247.8554352,0.691054559
Ladakh,Kargil,2010,1013.305116,235.2441613,61,0,33,18,34.11587836,0.490081321
Ladakh,Kargil,2011,1166.340863,388.2799077,60,0,25,7,41.34873708,0.424979037
Ladakh,Kargil,2012,1137.124845,359.0638896,48,2,53,13,56.18741642,0.728822153
Ladakh,Kargil,2013,979.2637593,201.2028043,49,0,43,26,31.78296987,0.532517774
Ladakh,Kargil,2014,917.4599875,139.3990325,43,0,35,11,41.373141,0.375255666
Ladakh,Kargil,2015,961.6850744,183.6241195,52,0,18,10,36.670403,0.336516509
Ladakh,Kargil,2016,613.1970025,-164.8639525,28,0,65,12,20.86474409,0.312491283
Ladakh,Kargil,2017,820.029987,41.96903205,38,0,52,10,42.01800659,0.389386925
Ladakh,Kargil,2018,665.9803915,-112.0805634,30,0,25,10,35.42925044,0.212641816
Ladakh,Kargil,2019,911.2499889,133.1890339,42,0,26,16,45.54734735,0.389167317
Ladakh,Kargil,2020,659.072666,-118.9882889,26,0,36,8,37.03468467,0.22428859
Ladakh,Kargil,2021,579.4792266,-198.5817284,28,0,41,9,21.31981433,0.197102902
Ladakh,Kargil,2022,614.0928118,-163.9681431,29,0,25,11,23.41282737,0.173240008
Ladakh,Kargil,2023,434.9186766,-343.1422784,15,0,30,6,29.88558061,0.078035042
Ladakh,Kargil,2024,456.4834983,-321.5774567,14,1,45,5,83.51141703,0.350658583
Ladakh,Kargil,2025,519.2913855,-258.7695695,22,0,46,13,31.48772484,0.238638983
Jammu And Kashmir,Kathua,2010,1153.099889,-233.5387985,35,1,24,17,50.90291872,0.281287955
Jammu And Kashmir,Kathua,2011,1210.726853,-175.9118341,35,0,25,6,48.97873878,0.15625899
Jammu And Kashmir,Kathua,2012,1132.10819,-254.5304976,28,2,58,8,68.11235671,0.301522704
Jammu And Kashmir,Kathua,2013,1630.877195,244.2385073,45,4,43,13,92.92321327,0.602245471
Jammu And Kashmir,Kathua,2014,1296.466808,-90.17187907,32,4,35,8,101.138684,0.386740595
Jammu And Kashmir,Kathua,2015,1638.15779,251.5191023,44,3,20,11,137.7374275,0.562465336
Jammu And Kashmir,Kathua,2016,1053.86714,-332.7715473,21,3,66,11,73.47697535,0.327251574
Jammu And Kashmir,Kathua,2017,1306.376051,-80.26263623,43,1,52,22,59.38863546,0.526567642
Jammu And Kashmir,Kathua,2018,1254.95377,-131.6849171,34,4,25,19,90.89620139,0.454962056
Jammu And Kashmir,Kathua,2019,1624.368335,237.7296475,41,7,16,9,68.54414385,0.458318344
Jammu And Kashmir,Kathua,2020,1438.387801,51.74911312,40,3,54,17,69.68822861,0.545761462
Jammu And Kashmir,Kathua,2021,1224.312488,-162.3261991,34,3,32,10,55.38359243,0.29135614
Jammu And Kashmir,Kathua,2022,1474.010813,87.37212558,41,3,46,13,64.94443685,0.482059197
Jammu And Kashmir,Kathua,2023,1572.635992,185.9973049,41,3,30,10,119.2677501,0.51773829
Jammu And Kashmir,Kathua,2024,1221.651666,-164.9870213,29,1,33,12,53.73247704,0.235540982
Jammu And Kashmir,Kathua,2025,1954.218217,567.5795298,42,8,45,14,128.11319,0.807761417
Jammu And Kashmir,Kishtwar,2010,1560.755966,337.7425554,58,2,33,15,54.94543241,0.628264075
Jammu And Kashmir,Kishtwar,2011,1172.469315,-50.54409551,34,0,25,5,48.14349325,0.213445702
Jammu And Kashmir,Kishtwar,2012,1117.768397,-105.2450137,26,2,57,13,66.32725,0.496468875
Jammu And Kashmir,Kishtwar,2013,1573.305643,350.2922331,50,1,43,28,51.05825329,0.65891904
Jammu And Kashmir,Kishtwar,2014,1498.623654,275.6102434,42,4,35,11,72.01825332,0.675216323
Jammu And Kashmir,Kishtwar,2015,1551.760027,328.7466166,50,1,18,10,64.82393106,0.502967795
Jammu And Kashmir,Kishtwar,2016,985.7781514,-237.2352589,28,0,65,13,36.87956784,0.286884538
Jammu And Kashmir,Kishtwar,2017,1507.609925,284.5965146,44,1,48,17,72.78242064,0.653389516
Jammu And Kashmir,Kishtwar,2018,1274.145,51.13158932,37,2,25,13,61.55566756,0.452855622
Jammu And Kashmir,Kishtwar,2019,1488.051813,265.0384027,40,2,16,27,56.3045369,0.558001085
Jammu And Kashmir,Kishtwar,2020,1111.081296,-111.9321145,27,0,35,14,41.27587183,0.232949137
Jammu And Kashmir,Kishtwar,2021,1027.498402,-195.5150078,34,0,32,15,38.20793219,0.234092643
Jammu And Kashmir,Kishtwar,2022,1079.076031,-143.9373794,34,0,23,11,39.31440892,0.190128209
Jammu And Kashmir,Kishtwar,2023,953.680812,-269.3325982,30,1,29,11,50.6652567,0.259173482
Jammu And Kashmir,Kishtwar,2024,754.3697627,-468.6436475,26,1,45,7,59.58157603,0.265235659
Jammu And Kashmir,Kishtwar,2025,912.2403706,-310.7730396,25,3,45,11,67.37140592,0.440794822
Jammu And Kashmir,Kulgam,2010,1056.311847,6.184319695,40,2,33,12,61.88062244,0.436388761
Jammu And Kashmir,Kulgam,2011,1266.082451,215.9549237,39,3,25,7,67.3645365,0.383919985
Jammu And Kashmir,Kulgam,2012,1136.676891,86.54936372,42,1,49,7,81.18538623,0.431747865
Jammu And Kashmir,Kulgam,2013,894.5416852,-155.585842,36,0,43,9,42.97396723,0.282671199
Jammu And Kashmir,Kulgam,2014,1493.746073,443.618546,38,5,52,9,151.2583754,0.728123511
Jammu And Kashmir,Kulgam,2015,1545.202007,495.0744803,50,7,27,8,96.27635405,0.669058864
Jammu And Kashmir,Kulgam,2016,693.2438944,-356.8836329,23,0,65,5,46.43108198,0.171987708
Jammu And Kashmir,Kulgam,2017,1180.955828,130.8283004,36,3,47,8,83.49244181,0.467581534
Jammu And Kashmir,Kulgam,2018,905.8963951,-144.2311321,39,1,31,6,55.68325424,0.249748864
Jammu And Kashmir,Kulgam,2019,1357.274884,307.1473567,51,2,16,11,60.44950061,0.482197311
Jammu And Kashmir,Kulgam,2020,901.539303,-148.5882242,34,2,34,5,62.23942481,0.244720652
Jammu And Kashmir,Kulgam,2021,975.4760281,-74.65149915,33,1,40,11,53.25473319,0.34711325
Jammu And Kashmir,Kulgam,2022,960.2249234,-89.90260377,34,2,24,14,65.27301915,0.393523427
Jammu And Kashmir,Kulgam,2023,911.6192664,-138.5082608,36,0,30,7,47.60932,0.211891858
Jammu And Kashmir,Kulgam,2024,703.4334313,-346.6940959,25,0,36,5,43.80950144,0.083211347
Jammu And Kashmir,Kulgam,2025,819.8155276,-230.3119996,29,2,45,6,62.33043861,0.255044876
Jammu And Kashmir,Kupwara,2010,1184.926413,205.8340798,45,1,40,8,61.19487936,0.576383964
Jammu And Kashmir,Kupwara,2011,1099.193119,120.1007858,37,1,26,9,55.20313887,0.493316171
Jammu And Kashmir,Kupwara,2012,1035.892027,56.79969373,42,0,50,7,49.03116677,0.435655271
Jammu And Kashmir,Kupwara,2013,887.0764718,-92.01586175,32,0,43,5,44.9812036,0.239411083
Jammu And Kashmir,Kupwara,2014,1277.798943,298.7066091,48,3,23,7,76.30984705,0.66337878
Jammu And Kashmir,Kupwara,2015,1583.249252,604.1569189,50,3,26,7,66.71055048,0.705531198
Jammu And Kashmir,Kupwara,2016,786.4929067,-192.5994269,31,0,50,5,45.68564051,0.245359062
Jammu And Kashmir,Kupwara,2017,1105.753983,126.6616497,34,1,64,7,60.25705129,0.554309174
Jammu And Kashmir,Kupwara,2018,970.3531451,-8.739188458,40,0,24,8,40.15040138,0.33067583
Jammu And Kashmir,Kupwara,2019,1285.011078,305.9187444,55,0,27,6,49.35857253,0.415252297
Jammu And Kashmir,Kupwara,2020,939.9203754,-39.17195817,35,0,68,6,45.28136548,0.398168469
Jammu And Kashmir,Kupwara,2021,825.9362169,-153.1561167,29,1,29,8,52.62962827,0.36847641
Jammu And Kashmir,Kupwara,2022,636.6503657,-342.4419679,20,0,23,9,36.13102289,0.201881207
Jammu And Kashmir,Kupwara,2023,627.9029629,-351.1893707,22,0,27,6,25.952178,0.066005291
Jammu And Kashmir,Kupwara,2024,639.3264409,-339.7658927,26,0,38,5,33.79359696,0.112072303
Jammu And Kashmir,Kupwara,2025,779.9936354,-199.0986982,39,0,45,7,31.71845193,0.300908654
Ladakh,Leh,2010,297.3353511,-17.17009611,46,0,40,7,17.83193514,0.263566655
Ladakh,Leh,2011,871.0882969,556.5828497,103,0,18,10,31.07311904,0.551389531
Ladakh,Leh,2012,966.694454,652.1890068,102,1,44,11,52.06520127,0.881289911
Ladakh,Leh,2013,297.1664645,-17.33898268,32,0,43,5,25.67961327,0.229870398
Ladakh,Leh,2014,196.0221376,-118.4833096,29,0,98,4,6.59171507,0.220136197
Ladakh,Leh,2015,273.5423187,-40.96312846,37,0,56,4,13.13194008,0.193430096
Ladakh,Leh,2016,162.0692441,-152.436203,20,0,99,5,6.614469359,0.219532783
Ladakh,Leh,2017,302.8770395,-11.62840769,36,0,78,6,27.93525621,0.33439973
Ladakh,Leh,2018,180.0472413,-134.4582058,22,0,46,4,22.60858539,0.161892629
Ladakh,Leh,2019,411.1215728,96.6161256,41,0,62,10,47.01966722,0.48645297
Ladakh,Leh,2020,216.7237913,-97.78165587,18,0,67,8,28.3139263,0.305848057
Ladakh,Leh,2021,171.0709374,-143.4345098,21,0,48,6,9.419148151,0.156383307
Ladakh,Leh,2022,147.2169177,-167.2885295,22,0,105,6,5.655936338,0.249161382
Ladakh,Leh,2023,130.5199405,-183.9855066,13,0,104,3,20.3982413,0.217694068
Ladakh,Leh,2024,173.426505,-141.0789422,16,0,95,3,21.74470707,0.219395877
Ladakh,Leh,2025,235.1649425,-79.34050468,27,0,84,4,17.63161218,0.237061418
Jammu And Kashmir,Poonch,2010,1194.739554,71.61974634,37,1,33,13,59.22324965,0.436141161
Jammu And Kashmir,Poonch,2011,1439.961946,316.8421376,51,3,25,10,89.14788267,0.632451146
Jammu And Kashmir,Poonch,2012,1361.542119,238.4223108,43,4,49,7,79.56741969,0.619469058
Jammu And Kashmir,Poonch,2013,967.4398995,-155.6799086,31,0,33,12,49.7861663,0.278091851
Jammu And Kashmir,Poonch,2014,1407.045111,283.9253024,36,4,33,9,127.2115699,0.64506002
Jammu And Kashmir,Poonch,2015,1614.539748,491.4199403,53,4,26,13,67.94659848,0.739279822
Jammu And Kashmir,Poonch,2016,862.3095643,-260.8102438,29,0,65,6,39.93245061,0.232259513
Jammu And Kashmir,Poonch,2017,1134.545658,11.42585017,32,1,64,7,52.775909,0.382517895
Jammu And Kashmir,Poonch,2018,828.9211423,-294.1986658,30,0,19,7,35.40697945,0.09071831
Jammu And Kashmir,Poonch,2019,1371.578065,248.4582569,46,3,14,8,53.43529553,0.457257255
Jammu And Kashmir,Poonch,2020,1041.148729,-81.97107902,36,2,48,8,54.38549381,0.398288281
Jammu And Kashmir,Poonch,2021,1045.453207,-77.66660159,33,1,29,10,57.80791134,0.31526239
Jammu And Kashmir,Poonch,2022,1140.244646,17.12483738,34,1,24,15,63.4042973,0.417011779
Jammu And Kashmir,Poonch,2023,862.9140517,-260.2057564,34,0,22,7,28.37322701,0.121083367
Jammu And Kashmir,Poonch,2024,779.0225344,-344.0972737,27,0,33,5,36.67601373,0.07609212
Jammu And Kashmir,Poonch,2025,918.5109553,-204.6088529,33,1,45,6,60.42984549,0.279982465
Jammu And Kashmir,Pulwama,2010,1065.99633,83.24123194,44,1,33,7,58.70631332,0.433103344
Jammu And Kashmir,Pulwama,2011,1126.794847,144.0397491,45,0,25,11,43.39265976,0.450412713
Jammu And Kashmir,Pulwama,2012,1088.738135,105.9830369,41,0,50,10,39.89347076,0.466928337
Jammu And Kashmir,Pulwama,2013,839.5904388,-143.1646594,31,0,43,6,43.91574287,0.226357877
Jammu And Kashmir,Pulwama,2014,1250.580611,267.8255125,35,5,53,8,88.29022446,0.760497426
Jammu And Kashmir,Pulwama,2015,1339.031922,356.276824,51,4,19,8,55.65676498,0.607831057
Jammu And Kashmir,Pulwama,2016,658.4914767,-324.2636215,22,0,65,7,42.21532822,0.230218135
Jammu And Kashmir,Pulwama,2017,1056.710852,73.955754,36,2,64,7,61.54150009,0.537878393
Jammu And Kashmir,Pulwama,2018,844.1694588,-138.5856394,30,0,30,5,49.31667938,0.166454614
Jammu And Kashmir,Pulwama,2019,1172.28361,189.5285118,43,0,18,5,48.06119308,0.274646746
Jammu And Kashmir,Pulwama,2020,824.6525729,-158.1025253,31,1,48,6,52.6871666,0.303970026
Jammu And Kashmir,Pulwama,2021,1003.417707,20.66260922,41,1,28,7,52.62114029,0.361849893
Jammu And Kashmir,Pulwama,2022,863.2098873,-119.5452109,30,1,25,10,51.95279541,0.334687548
Jammu And Kashmir,Pulwama,2023,973.9916484,-8.763449824,38,0,29,6,42.57806129,0.245251034
Jammu And Kashmir,Pulwama,2024,792.5254062,-190.229692,32,0,36,5,44.15770874,0.168811416
Jammu And Kashmir,Pulwama,2025,823.8966671,-158.8584311,35,1,45,6,51.56604614,0.312274244
Jammu And Kashmir,Rajouri,2010,1325.977817,-19.25813264,33,2,33,27,61.70871716,0.412123609
Jammu And Kashmir,Rajouri,2011,1557.214367,211.9784172,48,4,25,6,94.34130898,0.464939904
Jammu And Kashmir,Rajouri,2012,1468.467335,123.2313855,38,6,49,8,82.31436825,0.496746231
Jammu And Kashmir,Rajouri,2013,1524.973774,179.7378246,43,2,43,10,79.67852402,0.426431029
Jammu And Kashmir,Rajouri,2014,1603.280699,258.0447491,33,6,33,9,162.4544189,0.566133436
Jammu And Kashmir,Rajouri,2015,1831.558236,486.322286,52,5,26,25,107.073587,0.740110376
Jammu And Kashmir,Rajouri,2016,970.1778822,-375.0580674,28,0,86,6,47.58848153,0.198272179
Jammu And Kashmir,Rajouri,2017,1203.92128,-141.3146698,34,3,64,12,70.79437256,0.390108064
Jammu And Kashmir,Rajouri,2018,947.2566535,-397.979296,26,0,25,12,36.67182956,0.069047619
Jammu And Kashmir,Rajouri,2019,1601.370879,256.1349298,43,5,16,10,67.07776074,0.443180928
Jammu And Kashmir,Rajouri,2020,1204.993373,-140.2425769,30,3,49,15,72.87517815,0.355521483
Jammu And Kashmir,Rajouri,2021,1163.822522,-181.4134274,38,2,29,13,62.41617584,0.293915541
Jammu And Kashmir,Rajouri,2022,1391.685209,46.44925927,36,2,24,13,69.78559341,0.321900908
Jammu And Kashmir,Rajouri,2023,1184.206284,-161.0296654,33,1,22,11,72.80631449,0.219155906
Jammu And Kashmir,Rajouri,2024,1033.690578,-311.5453713,35,1,40,9,50.63699265,0.201217265
Jammu And Kashmir,Rajouri,2025,1511.178305,165.9423554,35,5,45,12,94.05417893,0.495565447
Jammu And Kashmir,Ramban,2010,1198.89916,-69.80495682,38,2,33,6,88.5350853,0.265877345
Jammu And Kashmir,Ramban,2011,1301.028732,32.32461542,35,5,25,7,85.80045853,0.356094795
Jammu And Kashmir,Ramban,2012,1154.473036,-114.2310804,33,2,58,6,108.6245682,0.320635061
Jammu And Kashmir,Ramban,2013,1110.460123,-158.2439941,32,2,42,10,64.74688339,0.275855728
Jammu And Kashmir,Ramban,2014,1733.133941,464.4298244,40,7,52,9,177.3928345,0.766938384
Jammu And Kashmir,Ramban,2015,1836.375579,567.6714619,48,7,20,8,131.0440506,0.667668017
Jammu And Kashmir,Ramban,2016,838.4794615,-430.2246553,23,2,78,5,60.62726746,0.16880698
Jammu And Kashmir,Ramban,2017,1411.068309,142.3641921,33,5,47,7,112.4654968,0.457851719
Jammu And Kashmir,Ramban,2018,1103.853495,-164.8506218,37,3,25,6,72.65408173,0.23278746
Jammu And Kashmir,Ramban,2019,1607.063343,338.3592258,46,6,16,11,81.15316086,0.557207103
Jammu And Kashmir,Ramban,2020,1153.525938,-115.1781788,39,3,34,5,79.80403137,0.270166522
Jammu And Kashmir,Ramban,2021,1087.518976,-181.1851411,32,2,40,8,59.19703979,0.221790857
Jammu And Kashmir,Ramban,2022,1190.212791,-78.49132545,40,3,23,14,85.14445419,0.427582153
Jammu And Kashmir,Ramban,2023,1284.660156,15.95603909,43,2,30,7,59.10827141,0.28252501
Jammu And Kashmir,Ramban,2024,996.4271766,-272.2769401,29,3,36,7,60.21149101,0.192068402
Jammu And Kashmir,Ramban,2025,1292.085652,23.38153505,37,4,45,6,119.2217361,0.416937692
Jammu And Kashmir,Reasi,2010,1396.349631,-222.6831994,33,3,33,16,66.7789669,0.352304232
Jammu And Kashmir,Reasi,2011,1391.261581,-227.7712494,32,4,25,6,62.6175446,0.193738735
Jammu And Kashmir,Reasi,2012,1255.622986,-363.4098443,31,2,49,8,83.10743798,0.255133194
Jammu And Kashmir,Reasi,2013,1710.616594,91.58376315,43,4,43,8,97.23498493,0.460152452
Jammu And Kashmir,Reasi,2014,1839.584574,220.551744,29,6,52,9,200.7901577,0.583076307
Jammu And Kashmir,Reasi,2015,2011.875081,392.8422503,47,8,27,18,146.0450168,0.765907284
Jammu And Kashmir,Reasi,2016,1137.148304,-481.8845259,25,2,65,10,87.79799652,0.277494712
Jammu And Kashmir,Reasi,2017,1640.763899,21.73106906,40,5,64,14,92.46550157,0.595722139
Jammu And Kashmir,Reasi,2018,1333.159905,-285.8729254,34,3,25,14,58.36876,0.284450167
Jammu And Kashmir,Reasi,2019,2094.386565,475.3537343,45,8,16,10,155.887824,0.627588299
Jammu And Kashmir,Reasi,2020,1621.081364,2.048533816,33,5,35,15,97.09120051,0.460052947
Jammu And Kashmir,Reasi,2021,1506.022264,-113.0105668,35,3,40,13,81.37407939,0.385074451
Jammu And Kashmir,Reasi,2022,1718.850897,99.81806621,42,5,35,13,87.89651998,0.506096573
Jammu And Kashmir,Reasi,2023,1735.563884,116.5310537,47,1,30,7,143.8909279,0.428631951
Jammu And Kashmir,Reasi,2024,1381.468319,-237.5645109,35,1,36,9,68.65934287,0.238475283
Jammu And Kashmir,Reasi,2025,2130.769438,511.7366076,34,9,45,9,178.5600217,0.682473432
Jammu And Kashmir,Samba,2010,1248.324214,-190.4144683,35,3,36,16,72.95779724,0.300664403
Jammu And Kashmir,Samba,2011,1391.463272,-47.27541025,34,6,25,6,103.7029743,0.240173704
Jammu And Kashmir,Samba,2012,1281.210476,-157.5282065,29,4,50,8,89.91516228,0.218158
Jammu And Kashmir,Samba,2013,1781.402305,342.6636221,53,5,43,9,111.4459473,0.501860179
Jammu And Kashmir,Samba,2014,1390.137756,-48.60092633,34,4,35,8,182.8559723,0.321511154
Jammu And Kashmir,Samba,2015,1798.697928,359.9592457,50,7,21,12,113.9166977,0.538807022
Jammu And Kashmir,Samba,2016,1068.018729,-370.7199537,25,4,86,8,87.03641205,0.244137722
Jammu And Kashmir,Samba,2017,1131.388728,-307.3499544,30,3,64,10,77.28228302,0.225205853
Jammu And Kashmir,Samba,2018,1158.021603,-280.7170797,30,3,25,11,90.35852356,0.159742053
Jammu And Kashmir,Samba,2019,1468.97924,30.24055752,38,6,26,10,76.74289246,0.321016274
Jammu And Kashmir,Samba,2020,1385.034851,-53.70383164,38,5,54,15,70.46974983,0.426549534
Jammu And Kashmir,Samba,2021,1318.964999,-119.7736838,33,6,32,13,103.0887615,0.354738015
Jammu And Kashmir,Samba,2022,1623.013074,184.274392,39,8,48,13,90.92149429,0.531602303
Jammu And Kashmir,Samba,2023,1613.846951,175.1082685,43,6,22,7,107.7632099,0.348115327
Jammu And Kashmir,Samba,2024,1397.734502,-41.00418,32,9,45,9,94.34564047,0.404810848
Jammu And Kashmir,Samba,2025,1963.580291,524.8416089,42,7,46,12,239.2423553,0.709737485
Jammu And Kashmir,Shopian,2010,891.7995307,14.70436,38,1,33,7,56.81494649,0.309240747
Jammu And Kashmir,Shopian,2011,1080.889782,203.7946111,43,0,25,7,47.3254528,0.31388547
Jammu And Kashmir,Shopian,2012,970.3273937,93.23222305,43,0,49,13,45.36539809,0.469814372
Jammu And Kashmir,Shopian,2013,743.1505969,-133.9445738,31,0,43,5,33.73791949,0.15057798
Jammu And Kashmir,Shopian,2014,1237.162439,360.0672681,39,6,33,7,118.7162031,0.642695225
Jammu And Kashmir,Shopian,2015,1315.701026,438.6058551,53,5,21,8,64.99288495,0.603267012
Jammu And Kashmir,Shopian,2016,607.5311227,-269.564048,24,0,89,5,44.47251511,0.214214932
Jammu And Kashmir,Shopian,2017,1005.902182,128.8070112,35,4,66,7,59.35842705,0.48652855
Jammu And Kashmir,Shopian,2018,764.3954387,-112.699732,32,1,30,6,51.93913015,0.210797273
Jammu And Kashmir,Shopian,2019,1125.829739,248.7345684,53,0,29,8,45.04991086,0.405805294
Jammu And Kashmir,Shopian,2020,745.1601465,-131.9350242,34,1,48,6,60.04552015,0.276601586
Jammu And Kashmir,Shopian,2021,895.2788749,18.18370425,36,0,28,6,47.50546201,0.221025674
Jammu And Kashmir,Shopian,2022,824.0423947,-53.05277598,36,2,24,10,60.76806323,0.358667627
Jammu And Kashmir,Shopian,2023,657.7872862,-219.3078845,33,0,30,6,27.46350193,0.120426916
